Original|Translated
Twin Fang Instruments|Doppelfangbesteck
Weaving Fate|Schicksalsweben
Gruesome Disgorge|Grausiges Auswürgen
Gloom Hatchling|Düsterjungtier
Deepening Darkness|Verfinsternde Dunkelheit
Embrace of the Cinderbee|Umarmung der Glutbiene
Memory Zap|Erinnerungsschock
Swallowing Darkness|Verschlingende Dunkelheit
Aphotic Communion|Aphotische Zwiesprache
Create Totem|Totem erschaffen
Abyssal Infusion|Abyssalinfusion
Abyssal Conduit|Abyssalleitung
Seeking Scarabs|Suchskarabäen
Holy Brigade|Heilige Brigade
Gossamer Weave|Hauchzartes Gespinst
On a Paler Horse|Der Tod reit' schneller
Caustic Hail|Ätzender Hagel
Tireless Spirit|Unermüdliche Willenskraft
Blightstorm|Seuchensturm
Vantus Rune: Nerub-ar Palace|Vantusrune: Palast der Nerub'ar
Contract: Assembly of the Deeps|Vertrag: Der Konvent der Tiefen
Contract: Hallowfall Arathi|Vertrag: Arathi von Heilsturz
Contract: The Severed Threads|Vertrag: Die Durchtrennten Fäden
Contract: Council of Dornogal|Vertrag: Rat von Dornogal
Stormheart|Sturmherz
Speaker's Wrath|Zorn des Sprechers
Ferocious Charge|Wütender Ansturm
Controlled Instincts|Kontrollierte Instinkte
Honey Drone Vac|Honigdrohnensauger
Frothing Gluttony|Überschäumende Maßlosigkeit
Npc Join Player Party|Spielergruppe beitreten (NSC)
Conduit Ejections|Leitungsausstoß
Stoke the Flame|Flamme schüren
Ward of Salvation|Schutz der Errettung
Infinite Arrows|Unendliche Pfeile
Savage Wound|Wilde Wunde
Call For Aid|Hilferuf
Recording Memory|Erinnerung aufnehmen
Queen's Summons|Beschwörungen der Königin
Precipice of Madness|Rand des Wahnsinns
Spellfrost Teachings|Zauberfrostlehren
Surging Totem|Wogendes Totem
Whirling Elements|Wirbelnde Elemente
Swift Recall|Rascher Rückruf
Lively Totems|Lebhafte Totems
Acolyte's Essence|Akolythenessenz
Reverberating Onslaught|Schallender Ansturm
Porcelain Arrowhead Idol|Pfeilspitzengötze aus Porzellan
Stormrider's Fury|Sturmreiterfuror
Oil of Beledar's Grace|Öl der Anmut Beledars
Council's Intellect|Intelligenz des Rates
Authority of Air|Autorität der Luft
Cavalry's March|Marsch der Kavallerie
Authority of Storms|Autorität der Stürme
Algari Mana Oil|Manaöl der Algari
Authority of Radiant Power|Autorität der strahlenden Macht
Authority of the Depths|Autorität der Tiefen
Oil of Deep Toxins|Öl der tiefen Gifte
Oathsworn's Tenacity|Hartnäckigkeit des Eingeschworenen
Cursed Mastery|Verfluchte Meisterschaft
Council's Guile|List des Rates
Cursed Versatility|Verfluchte Vielseitigkeit
Stonebound Artistry|Steingebundene Kunstfertigkeit
Chant of Winged Grace|Gesang der geflügelten Anmut
Cursed Haste|Verfluchtes Tempo
Chant of Burrowing Rapidity|Gesang der grabenden Schnelligkeit
Chant of Leeching Fangs|Gesang der räuberischen Fangzähne
Cursed Critical Strike|Verfluchter kritischer Treffer
Authority of Fiery Resolve|Autorität der feurigen Entschlossenheit
Call Shrillwings|Schrillschwingen rufen
Suspension Web|Netz der Stilllegung
Trash Disposal|Müllentsorgung
Aberrant Spellforge|Anomale Zauberschmiede
Break Out!|Ausbrechen!
Update Cloak Appearance|Umhangvorlage aktualisieren
Radiant Echo|Strahlendes Echo
Bubble Surge|Blasenwoge
Shattered Essence|Zerschmetterte Essenz
Fanged Leap|Reißender Sprung
Froth Vapor|Schaumdampf
Spine Volley|Wirbelsalve
Void Ambush|Hinterhalt der Leere
Smoke Pump|Rauchpumpe
Bonus Experience|Bonuserfahrung
Tier 7|Stufe 7
Tier 8|Stufe 8
Tier 9|Stufe 9
Tier 10|Stufe 10
Consuming Mass|Verschlingende Masse
Beledar's Influence|Beledars Einfluss
Tier 11|Stufe 11
Deepsea Polyps|Tiefseepolypen
Sacrificial Pyre|Opferscheiterhaufen
Sucrose Secretion|Zuckerhaltige Absonderung
Slobbering Grasp|Geiferndes Greifen
Rupturing Ooze|Berstender Schlamm
Ooze Reinforcements|Schlammverstärkungen
Webbing|Spinnweben
Teleport to Dornogal|Teleport nach Dornogal
Usher Reinforcements|Verstärkung heranführen
Prismatic Codex|Prismatischer Kodex
Darkness Outburst|Dunkelheitausbruch
Infectious Bile|Infektiöse Galle
Amorphous Relic|Amorphes Relikt
Dawnthread Lining|Morgendämmerungsfadenfutter
Duskthread Lining|Abenddämmerungsfadenfutter
Weavercloth Spellthread|Weberstoffzauberfaden
Sunset Spellthread|Sonnenuntergangszauberfaden
Daybreak Spellthread|Tagesanbruchszauberfaden
Pillar of Might|Säule der Macht
Secret Ingredient|Geheimzutat
Commence Duel|Duell beginnen
Equip Earthen Armor|Irdenenrüstung anlegen
Poison Glob|Giftklumpen
Predation Threads|Räuberfäden
Death Mask|Todesmaske
Death Cloak|Todesumhang
Rend Void|Leerenzerreißer
Energy Redistribution Beacon|Energieumverteilungsleuchtfeuer
Irresistible Red Button|Unwiderstehlicher roter Knopf
Fatal Nightmare|Fataler Alptraum
Wrest|Entreißen
Slime Adherence|Schleimkleber
Entropic Rift|Entropischer Riss
Paralyzing Waves|Lähmende Wellen
Attuned to the Deeps|Auf die Tiefen eingestimmt
Bulwark of the Black Ox|Bollwerk des Schwarzen Ochsen
Molten Mortar|Geschmolzener Mörser
Gloom Touch|Düstere Berührung
Radiating Gloom|Strahlende Düsternis
Gloom Eruption|Düsterniseruption
Bestow Light|Licht verleihen
Player Experience|Spielercharaktererfahrung
Oust|Stürzen
Gloom Orbs|Düsterkugeln
Cosmic Missiles|Kosmische Geschosse
Burrowing Charge|Grabender Ansturm
Ping Faerin|Faerin anpingen
Echoing Connection|Widerhallende Verbindung
Burning Cart|Brennender Wagen
Bound by Fate|Gebunden durch Schicksal
Companion Experience|Begleitererfahrung
Cosmic Apocalypse|Kosmische Apokalypse
Dark Carnage|Dunkles Gemetzel
Worshipper's Protection|Schutz des Huldigers
BOOM!|BUMM!
Floor is Undersea|Boden ist unter Wasser
Spellfire Sphere|Zauberfeuersphäre
Reckless Delivery|Tollkühne Zustellung
Shield Stampede|Schildstampede
Skardyn Curse|Fluch der Skardyn
Web Spool|Webspule
Stinky Shoe|Miefschuh
Mole Cage|Maulwurfkäfig
Umbra Bolt|Umbrablitz
Flaming Barrage|Flammender Beschuss
Blazing Wick|Lodernder Docht
Call Drone|Drohne rufen
Interpreting|Interpretation
Flamestorm|Flammensturm
Activate Object - Opened|Objekt aktivieren - Geöffnet
Digestive Spittle|Verdauender Speichel
Molten Flurry|Geschmolzener Schauer
Nostwin's Return Service|Nostwins Rückholdienst
Deephunter's Bloody Hook|Blutiger Haken des Tiefenjägers
Meteorite|Meteorit
Reckless Incubation|Tollkühnes Ausbrüten
Lighter Than Air|Leichter als Luft
Ancient Weapon Oil|Uraltes Waffenöl
Destroy Cocoon|Kokon zerstören
Hunger Pangs|Fressanfall
Distress Call|Notruf
Acidic Apocalypse|Säureapokalypse
Magi's Spark|Funke der Magi
Venom Flurry|Toxinhagel
Sanctified Steps|Geweihte Schritte
Beledar's Bulwark|Beledars Bollwerk
Siphoning Stiletto|Entziehendes Stilett
Rookery|Brutstätte
Dawnbreaker|Morgenbringer
Crashin' Thrashin' Crew|Krachbummbesatzung
Aspect of Harmony|Aspekt der Harmonie
Angler's Web|Netz des Anglers
Shred Reality|Realität zerfetzen
Call Web Terror|Netzschrecken rufen
Flow of Chi|Fluss des Chis
Web Terror|Netzschrecken
Rupturing Runes|Berstende Runen
Jagged Barbs|Gezackte Widerhaken
Igneous Rock|Feuriger Fels
Whirling Spout|Wirbelfontäne
Red Rider Rocket Rifle|Rotes Raketengewehr
Unending Spines|Unendliche Stacheln
Cinder Charge|Glutansturm
Crashin' Thrasin Speedster|Krachbummraser
Wisdom of the Wall|Weisheit der Mauer
Willbreaker Beam|Willensbrecherstrahl
The Gift of Giving|Großherzige Gabe
Surekian Gavel|Surekischer Hammer
39.5 Ton Smash|39,5-Tonnen-Schmettern
Void Rush|Leerenansturm
Present Pandemonium|Geschenkgetümmel
Demonsurge|Dämonenwoge
Concentrated Toxin|Konzentriertes Toxin
Surekian Weapon|Surekische Waffe
Black Bulwark|Schwarzes Bollwerk
Summon Apparition|Erscheinung beschwören
Void Excursion|Leerenexkursion
Diluted Toxin|Verdünntes Toxin
Empowering Darkness|Ermächtigende Dunkelheit
Stabilize!|Stabilisieren!
Mind Piercer|Geistdurchbohrer
Gossamer Barrage|Nautilussalve
Null Slam|Nullschmettern
Expulsion Beam|Ausstoßstrahl
Earthen Tabard|Irdener Wappenrock
Radiant Flame|Strahlende Flamme
Infinite Horror|Ewiger Schrecken
Dim Ritual|Düsteres Ritual
Restored Coffer Key|Restaurierter Kastenschlüssel
Grimweave Orb|Grimmwebenkugel
Light Fragment|Lichtfragment
Storm Pounce|Sturmspringer
Surekian Decapitator|Surekischer Enthaupter
Animate Shadows|Erwachte Schatten
Egg Sac|Eiersack
Bag of Angry Fungus|Beutel mit wütenden Fungi
Bloodcurdle|Blutgerinnsel
Strand of the Sundered|Strang des Entzweiten
Interface Assignment|Zuweisung der Schnittstelle
Fatebound Coin|Schicksalsgebundene Münze
Spool of Eternal Thread|Ewigfadenspule
Heartseeking Health Injector|Herzsuchender Gesundheitsinjektor
Earthen Delivery Drill|Irdener Lieferbohrer
Fury of the Roots|Zorn der Wurzeln
Conductive Pursuit|Leitfähige Verfolgung
Lob Glob|Schleuderklumpen
Collapsing Night|Kollabierende Nacht
Fracturing Crags|Bruchklippen
Obsidian Beam|Obsidianstrahl
Ejected From City|Aus der Stadt geworfen
Webbed Up|Eingesponnen
Memory of Thorns|Erinnerung an Dornen
Eradicator's Mark|Mal des Auslöschers
Beledar's Blessing|Beledars Segen
Aether Attunement|Äthereinstimmung
Everburning Ignition|Ewig brennende Zündung
Briny Vomit|Brackiges Erbrochenes
Kelpsplosion|Tangplosion
Aerial Defense Orbs|Luftverteidigungskugeln
Regurgitate Souls|Seelen hervorbringen
Haranir Transform|Haranirverwandlung
Sporesong|Sporenlied
Special Assignment Unlocked|Spezialauftrag freigeschaltet
Hearty Refreshment|Zünftige Erfrischung
Hearty Well Fed|Zünftig satt
Muck Charge|Schlickladung
Cursed Pickaxe|Verfluchte Hacke
Rain of the Crusade|Regen des Kreuzzugs
Mechanical Failure|Mechanisches Versagen
Gravity Shatter|Schwerkraftschmettern
Zoomies|Hummeln im Hintern
Hammer of Opportunity|Hammer der Gelegenheit
Vivacity|Lebhaftigkeit
Sundered Wrath|Zerrissener Zorn
Harmonic Note|Harmonischer Ton
Wicked Dive|Tückischer Hechtsprung
Start Job|Auftrag starten
Blazing Fury|Lodernder Zorn
Dark Tide|Dunkle Flut
Awakening Storms|Erwachende Stürme
Annihilation Barrage|Sperrfeuer der Vernichtung
Deathbud|Todesknospe
Sporefield|Sporenfeld
Symbiosis|Symbiose
Festering Scythe|Schwärende Sense
Spelunker's Candle|Kerze des Höhlenforschers
Harpoon Impact|Harpuneneinschlag
Candle Confidant|Kerzenvertrauter
Unstable Power Suit Core|Instabiler Kraftanzugkern
Lethal Preservation|Tödliche Bewahrung
Lifeless Necrotic Relic|Lebloses Relikt der Nekrotischen Fäulnis
Woven Dusk|Gewobene Abenddämmerung
Highly Explosive|Hochgradig explosiv
The Houndmaster's Gambit|Gambit des Hundemeisters
Time Lost Relic|Zeitverlorenes Relikt
Relicblood of Zekvir|Reliktblut von Zekvir
Relic of Sentience|Relikt der Empfindungsfähigkeit
Niffen's Aid|Niffenunterstützung
Shadowed Essence|Schattige Essenz
Grasping Shadows|Packende Schatten
Whispers of The Silken Court|Geflüster des Seidenhofs
Algari Weaverline|Weberschnur der Algari
Find The Cache|Findet den Schatz
Precision Impale|Präzises Aufspießen
Repairing Console|Konsole reparieren
Shard Shower|Splitterschauer
Frostbane|Frostbann
Tacky Threads|Klebrige Fäden
Shattering Sweep|Zerschmetterndes Fegen
Brute Force Idol|Götze der brutalen Kraft
Many Bullets|Viele Kugeln
Royal Webbing|Königliches Netz
Miniature|Miniatur
Time Warped|Zeitverzerrt
Bloodstained Blessing|Blutbefleckter Segen
Power of Friendship!|Macht der Freundschaft!
Splash!|Spritz!
Orweyna's Wings|Orweynas Schwingen
Macro-Missile Massacre|Makroraketenmassaker
Azeroth's Pain|Azeroths Schmerz
Deathstalker's Mark|Mal des Todespirschers
Harmonize|Harmonisierung
Azeroth's Rage|Zorn von Azeroth
Unravel Thread|Faden entwirren
Voidrending Shot|Leerenbrechender Schuss
Enveloped in Light|Eingehüllt in Licht
Searing Ember|Sengender Funken
Lurking Impale|Lauerndes Durchbohren
Kaheti Memorial|Denkmal der Kaheti
Gluttonous Upheaval|Gefräßiges Emporstoßen
Semi-Deluxe Noggenfogger Elixir|Noggenfoggers halbluxuriöses Elixier
Water Shredder|Wasserschredder
Crust Burst|Krustenausbruch
Stormrider's Charge|Aufladung des Sturmreiters
Cascading Geyser|Kaskadierender Geysir
Overcharged Lasers|Überladene Laser
Cosmic Simulacrum|Kosmisches Simulakrum
Gloom Conduit|Düsternisleitung
Random|Zufall
Titanic Impact|Titanischer Einschlag
Thorned|Dornengespickt
Binding Song|Fesselndes Lied
Arcane Lasers|Arkane Laser
Lurking Call|Lauernder Ruf
Tampering|Manipulation
Caustic Bomb|Ätzende Bombe
Make Folks Talk|Zum Reden bringen
Boomball|Bummkugel
Aiding Goblin|Goblin helfen
Severed Strands|Durchtrennte Stränge
Grenade Juggler|Granatenjongleur
Skewering Spikes|Aufspießende Stacheln
Merciless Blow|Gnadenloser Schlag
Sic 'Em|Fass!
Hot Wheels|Heiße Räder
G-99 Breakneck|99-G-Genickbrecher
Beetle Swarm|Käferschwarm
Shock Maintenance|Wartungsschock
Doom Storm|Verdammnissturm
Give Back Debt Markers|Schuldenmarker zurückgeben
Jumpstart|Schnellstart
E.M.P. Mortar|E.M.P.-Mörser
Pay-Line|Gewinnlinie
Prehistoric Comet|Prähistorischer Komet
Shadowgate|Schattentor
Delver's Bounty|Beute des Tiefenforschers
Toxic Effusion|Toxische Effusion
Shocking Field|Schockfeld
Toss Ingredients|Zutaten werfen
Captain Lancekat|Kapitänin Lancekat
Chillburst Toss|Frostknallwurf
Big Bada BOOM!|Mächtiger BadaBUMM!
Deflagration|Verpuffung
Talk to Lorewalker Cho|Sprecht mit Lehrensucher Cho
Exit Lorewalking|Lehrensuche verlassen
Spin To Win!|Drehen für den Sieg!
Relic Hoarder|Relikthorter
Brainstorm|Geistesblitz
Liberation|Befreiung
Rolling Rubbish|Rollender Müll
Cultivated Poisons|Kultivierte Gifte
Oozing Smash|Triefendes Schmettern
Cataloger Complete|Katalogisieren abgeschlossen
R.P.G.G.|G.R.W.
Glyph of Dread|Glyphe des Schreckens
Shrunk!|Geschrumpft!
Xal'atath's Bargain: Ascendant|Xal'ataths Handel: Aszendenz
Caustic Bolt|Säurebolzen
Frostshard Bolt|Frostsplitterbolzen
Barbed Bolt|Stachelbolzen
Corrosive Spittle|Korrosiver Speichel
Blood Discharge|Blutiger Auswurf
Igneous Crystallization|Feurige Kristallisierung
Cyrce's Circlet|Cyrces Reif
Living Magma|Lebendiges Magma
Bomb-and-Chain|Bombenkette
Dark Prayer|Dunkles Gebet
Cosmic Rupture|Kosmischer Riss
Portal to Silvermoon|Portal nach Silbermond
Enveloped in Darkness|Eingehüllt in Dunkelheit
Xal'atath's Bargain: Voidbound|Xal'ataths Handel: Leerengebunden
Crystal of Oblivion|Kristall des Vergessens
Rich Wax Vein|Reichhaltige Wachsader
Malfunctioning Defense Turret|Defekter Verteidigungsturm
Molten Heart|Geschmolzenes Herz
Waxy Motherload|Wachshauptader
Earthshaking Charge|Erderschütternder Ansturm
Assist Orweyna|Orweyna unterstützen
Assisting Orweyna|Orweyna unterstützen
Rock Reviver|Felsbeleber
Scorching Wind|Versengender Wind
Xal'atath's Bargain: Oblivion|Xal'ataths Handel: Vergessen
Lightning Bash|Blitzhieb
Zapbolt|Schockblitz
Thunderdrum Salvo|Donnertrommelsalve
Lethal Attraction|Tödliche Anziehung
Launch Xal'atath|Xal'atath beginnen
Return to Chromie|Zu Chromie zurückkehren
Lorewalking|Lehrensuche
Noise Pollution|Lärmbelastung
Dark Heart|Dunkles Herz
Summon Burning Spirit|Brennenden Geist beschwören
Explosive Impact|Explosiver Treffer
Electromagnetic Sorting|Elektromagnetische Sortierung
Firing Line|Schusslinie
Sparring Challenge|Herausforderung zum Übungskampf
Command the Dead|Die Toten befehligen
Spinning Reels|Drehende Walzen
Rage-Filled Idol|Wutentbrannter Götze
Deliver the Deathblow|Todesstoß versetzen
Goldmine's Getaway Wheels|Goldmines Fluchtgefährt
Darkfuse Rider|Reiter der Düsternisverschmolzenen
Discarded Doomsplosive|Weggeworfene Gewalt-o-Bombe
Beseech Favor|Gunst ersuchen
Document|Dokumentieren
Documenters Camera|Dokumentarkamera
Explosive Gaze|Explosiver Blick
Xal'atath's Bargain: Devour|Xal'ataths Handel: Verschlingen
Magma Clap|Magmaknall
Magma Shower|Magmaguss
Call Imperial Guard|Kaiserliche Wache rufen
Fiery Wave|Feurige Welle
Throw Shrinking Device|Schrumpfgerät werfen
Big Finish|Dickes Ende
Grievous Thrashing|Schreckliche Schläge
Blistering Show|Sengende Darbietung
Introduce Yourself to Rosebud|Stellt Euch Rosenknospe vor
Set Data|Daten einstellen
Hot Hot Heat|Heiß, heißer, am heißesten
Anima Vacuum|Animasauger
Curse of Locusts|Heuschreckenfluch
Flashbang Grenade|Blendgranate
Linked Machines|Verbundene Maschinen
Scattered Payout|Verstreute Auszahlung
Explosive Jackpot|Explosiver Volltreffer
Battery Discharge|Batterieentladung
Carrion's Call|Appell des Aases
Slot Machine|Spielautomat
Warp Blood|Blut verzerren
Colossal Clash|Kolossaler Zusammenstoß
Bombshell|Bombenhülse
Coalesce Blood|Blut vereinigen
Launch Ethereals|Die Astralen beginnen
Arathi Entertainer's Flame|Flamme des Arathiunterhalters
Burning Gale|Brennende Bö
Big Bad Buncha Bombs|Bedrohlicher böser Batzen Bomben
Gravi-Grip|Gravigriff
Flaming Updraft|Flammender Aufwind
Ignited Embers|Entfachte Funken
Turbo Bolt|Turboblitz
Eco-Friendly|Umweltfreundlich
X-treme Fire Blaster|X-trem-Feuerwerfer
Cherry Bomb|Kirschbombe
Red Chip Defense|Rotjetonabwehr
Biggest Baddest Bomb Barrage|Bedrohlichster bösester Bombenbeschuss
"1500-Pound ""Dud"""|"700-kg-""Blindgänger"""
Blue Chip Defense|Blaujetonabwehr
Gold Chip Defense|Goldjetonabwehr
Purple Chip Defense|Violettjetonabwehr
Curse of Boils|Beulenfluch
Thunder Punch|Donnerboxhieb
Trash Collection|Müllsammlung
Electrified Lock|Elektrifiziertes Schloss
Scatterblast Canisters|Streuschlagkanister
Fused Canisters|Verschmolzene Kanister
Tick-Tock Canisters|Tick-tack-Kanister
Head Honcho|Oberhaupt
Volcanic Stone|Vulkangestein
Lock Rewired|Schloss überbrückt
Frostshatter Boots|Frostsprengerstiefel
Stormfury Finger Gun|Sturmzornfingerpistole
Stormfury Cloud|Sturmzornwolke
Hype the Band|Rummel um die Band
Goblin-guided Rocket|Goblinlenkrakete
Unstable Crawler Mines|Instabile Kriecherminen
Void Rocket Barrage|Leerenraketenbeschuss
Old God|Alter Gott
Sentry Totem|Totem des Wachens
Blowout!|Durchbruch!
Dumpster Dive|Mülltauchen
Path of the Chosen|Pfad des Auserwählten
Venting Heat|Wärme ablassen
Ve'nari Communicator|Kommunikatorin Ve'nari
Experimental Vials|Experimentelle Phiolen
Power Smash|Machtschmettern
Lights!|Licht!
Breath of Shadow|Schattenatem
Spotter's Mark|Mal des Spähers
Runecaster's Eye|Auge des Runenmagiers
Ego Check|Egoüberprüfung
Faulty Zap|Defekter Schocker
Kaja'Cola Carrier|Kaja'Cola-Träger
Goblomagnetic Bouncing Grenade|Goblomagnetische Hüpfgranate
Impact Conversion Matrix|Einschlagsumwandlungsmatrix
L00T RAID-R|B3U13RÄUB-R
Reverse Engineered Goblin Death Bomb|Rückentwickelte Goblintodesbombe
Comically Large Magnet|Absurd großer Magnet
Biofuel Rocket Gear|Raketenausrüstung mit Biotreibstoff
Pinged Augment Chip|Angeklopfter Erweiterungschip
Ride to Court|Transport zum Hof
Lingering Voltage|Beständige Spannung
Bone Thumper Barrage|Knochentrommlerbeschuss
Molten Reign|Geschmolzene Herrschaft
Mister Pick-Me-Up|Herr Muntermacher
Experimental Go-Pack|Experimenteller Flugsack
Rushing Wind Kick|Tritt des aufziehenden Windes
Ghostly Affliction|Geisterhaftes Gebrechen
Compelling Banishment|Zwingende Verbannung
Backtrace the Signal|Signal zurückverfolgen
Another Happy Landing|Wieder eine glückliche Landung
Mass Destruction|Massenvernichtung
Sonic Crush|Schallschmettern
Blaring Drop|Dröhnender Absturz
Launch Elves|Die Elfen beginnen
Sound Cannon|Schallkanone
Shadowforge Brazier|Schattenschmiedekohlenpfanne
Deploy Mole Machine|Maulwurfmaschine einsetzen
Pious Pursuit|Fromme Verfolgung
Overdrive Pylon|Pylon überladen
Sunrise Sudser|Morgensonnenschäumer
Bleak Powder|Düsterpulver
Livewire|Direkte Verbindung
Rescuing Judge Landro|Richter Landro retten
Rallying Bellow|Versammelndes Gebrüll
Resonant Echoes|Resonante Echos
Incendiary Fire|Zündendes Feuer
Vulnerability Detected|Verwundbarkeit erkannt
Check Location|Standort überprüfen
Bullseye Windblast|Zielscheibenwindstoß
Billowing Wind|Wogender Wind
Repulse|Abstoßen
Designed Disaster|Geplante Katastrophe
Leaping Spark|Springender Funke
Gigazap|Gigaschock
Red Asphalt|Roter Asphalt
Double Whammy Shot|Doppelwums-Schuss
Quake and Quell|Erschütternde Unterdrückung
Wonder Ball|Wunderkugel
Break It Up|Zerbrechen
Shadow Word: Anxiety|Schattenwort: Angst
Agonizing Torture|Peinigende Folter
Brutal Club|Brutale Keule
Giga Coils|Gigaspulen
Giga Blast|Gigaexplosion
Giga Bomb|Gigabombe
Charged Giga Bomb|Aufgeladene Gigabombe
Fling Giga Bomb|Gigabombe werfen
Explosive Payload|Explosiver Sprengkörper
Poke Boomball|Bummkugel anstupsen
Resonant Wave|Resonanzwelle
Black Trickshot|Schwarzer Volltreffer
Sludge Claws|Schlickklauen
Flaming Twisters|Flammende Wirbelstürme
