Original|Translated
Rasp|Скреж
Glimmer|Сверкач
Rogers'|адмирала
Gyrocopter|гирокоптер
Rockhide|Камнешкур
Ambershell|Янтароног
Bounder|Скачуха
Lacewing|Златоглазка
Cassandra|Кассандра
Kaboom|Бахбах
Whirls|Кружака
Cluckatron|Кудахтотрон
Gizmo|Штуковина
Firetooth|Огнезуб
Flameclaw|Пламецап
Zoltan|Золтан
Ultramus|Ультрамус
Beamer|Смотрюн
Hatewalker|Злыдень
Cho'guana|Чо'гуана
Indigon|Индигон
Blizzy|Метелица
Frostmaw|Ледочрев
Tinygos|Минигос
David|Дэвид
Kosse|Косс
Plop|Плюх
Corpsefeeder|Мертвоед
Subject|Подопытный
Bleakspinner|Жесткопряд
Obsidion|Обсидион
Veridia|Изумрудия
Garnestrasz|Алостраз
Venus|Венус
Anklor|Анклор
Dampwing|Топекрыл
Moltar|Плавик
Ignious|Огний
Comet|Комета
Bishibosh|Бишибош
Jack|Джек
Deiza|Дэйза
Plaguehorn|Плейгхорн
Kortas|Кортан
Darkhammer|Черномолот
Everessa|Эвересса
Durin|Дурин
Lydia|Лидия
Accoste|Аккосте
Sploder|Бумс
Goliath|Голиаф
ED|ЕД
Fungor|Грибор
Tripod|Треножник
Glitterfly|Пламесвет
Stompy|Топтун
Dramaticus|Драматик
Wart|Бородав
Cragmaw|Скалозев
Gnasher|Костеглод
Chomps|Жравчик
Netherbite|Пустокус
Arcanus|Аркан
Nicki|Ники
Tinytech|Мелкотех
Ras'an|Рас'ан
Narrok|Наррок
Gorma|Горма
Asaan|Асаан
Taran|Тажань
Zhu|Чжу
Warble|Трель
Gobbles|Кулдык
Dinner|Зуделка
Mort|Морт
Stitch|Стежок
Spooky|Жуткая
Strangler|удушатка
Fleshrender|Плоторез
Cadavus|Кадаврик
Beakmaster|Механоклюв
X|Х
Grizzle|Гриззл
Beegle|Бигл
Blastfuse|Фитиль
Nearly|Почти
Headless|Безголовый
Gutretch|Гатреч
Subjugated|Порабощенный
Major|Майор
Payne|Пейн
Fangor|Фангор
Woodcarver|Древоруб
Needleback|Иглоспин
Lightstalker|Светолов
Toothbreaker|Зуболом
Siren|Сирена
Bleat|Бебека
Lapin|Зайчара
Piqua|Пика
Mutilator|Расчленитель
Pounder|Крушитель
Crusher|крушитель
Whiskers|Баки
Stormlash|Бурехлест
Chirrup|Стрекотун
Mo'ruk|Мо'рук
Farmer|фермер
Nishi|Ниши
Courageous|Отважный
Yon|Юнь
Pool|крови
Doren|Дорен
Crystallus|Кристаллус
Incinderous|Огнестой
Ashtail|Чернобурка
Kali|Кали
Helios|Гелиос
Amythel|Амитель
Clatter|Щелкун
Pyth|Питун
Bordin|Бордин
Steadyfist|Крепкорук
Brok|Брок
Obalis|Обалис
Bix|Бикс
Bomblobber|Бомбомет
Scarfang|Клыкорез
Fan|взрывов
Seeker|Скверны
Zusshi|Зусши
Kearnen|Кирнен
Skimmer|вылазок
Nimm|Паззла
Codejack|Шифролом
Mollus|Моллюс
Diamond|Алмаз
Nodd|Узлик
Burgle|Тащун
Dipsy|Скокс
Flufftail|Пухлохвостик
Emeralda|Эмеральда
Moonstalker|Лунопард
Baneling|Гиблинг
Helena|Хелена
Stanton|Стэнтон
Sleet|Ледышка
Drogar|Дрогар
Wanderer's|Детеныш
Rell's|Гирокоптер
Bruce|Брюс
Sanoriak|Санориак
Kirrawk|Кирравк
Darkmoon|Птенец
Eye|око
Swift|Стремительный
Gray|серый
Jeremy|Джереми
Feasel|Физель
Fezwick|Фескель
Honky|Бах
Tonk|Тарарах
Tinkmaster|Мехмастер
Overspark|Замыкалец
Battletron|Битвотрон
Bo|Бо
Bobble|Бубл
Megablast|Мегашмякс
o|о
Matic|матик
Queasy|Тошнюк
Riddoh|Риддо
Fran|Фрэн
Millie|Милли
Watt|Ватт
Blat|Блэт
Ultra|Ультра
Kerploder|шумобум
Summoner|Призыватель
Amberglow|Янтарный
Marshal|Маршал
Twinbraid|Двукосса
Shieldwall|Дробот
Mecha|операции
Jubeka|Джубека
Shadowbreaker|Тенелом
Kanrethad|Канретад
Ebonlocke|Чернодрев
Lor'themar|Лор'темар
Theron|Терон
Ashtongue|Пеплоуст
Worker|рабочий
Jaina|Джайна
Proudmoore|Праудмур
Legion|Портал
Satyr|легиона
Work|Работа
Jinyu|Стройка
Unguloxx|Ангулокс
Mazhareen|Мазариен
Proboskus|Носатик
Ixx|Иккс
Kulaka|Кувака
Dippy|Тюка
Yikkan|Йиккан
Izu|Изу
Goredome|Кроворог
Cinder|Магматический
Xi'ri|Ксири
Shan|Шань
Kien|Киен
Rocks|Камни
Flowing|Парящий
Whispering|Шепчущий
Air|Пузырьки
Horridon|Хорридон
Sumprush|Камышовый
Narrator|Рассказчик
Gorespine|Кровоспин
Yi|И
Kafi|Кафи
Dos|Дос
Ryga|Ригар
Nitun|Нитун
Skitterer|быстролап
Xi'a|Кся
Glowy|Блестик
Marley|Марли
Tiptoe|Водомерыч
Whispertail|Шелестенок
Sludgy|Тиня
Dusty|Пыльчик
Clock'em|Мут'туз
Stitched|Чумной
Bigglesworth|Бигглсуорт
Anubisath|Фигурка
Idol|анубисата
Viscidus|Нечистая
Globule|капля
Untamed|Неукротимый
Chrominius|Хроминий
Corefire|Огненный
Ashstone|Туфовая
Wyvern|Орды
Lofty|Парящий
Libram|манускрипт
Anodized|Ржавый
Robo|робот
Cogblade|Острозубый
Nexus|Дракончик
Slayer|истребитель
Suen|Су'линь
Lu'lin|Лу'линь
(High|(Высшая
Elf)|эльфийка)
Oondasta|Ундаста
Commoner|обыватель
Gusting|Парящий
Grimoire|гримуар
Thundertail|Громовой
God|войны
Al'chukla|Ал'чукла
Bu|Бу
Lei|Лэй
Living|Живая
Sandling|песчаник
Sunreaver|Микрочасовой
Micro|Похитителей
Razortooth|пилозуб
Kneebiter|ногокус
Ra|Ра
den|ден
Sunfur|Солнечная
Rastakhan|Растахан
Honor|почетный
Ahoo'ru|Агу'ру
Pierre|Пьер
Terenas|Теренас
Anklerender|пяткогрыз
Footslasher|пяткохлыстик
Toenibbler|пальцегрыз
Nibbleh|Кусс
Tyson|Тайсон
Sanders|Сандерс
Doctor|Доктор
FIST|КУЛАК
Grulloc|Груллок
Roona|Роона
Doors|храма
Seer|Провидец
Hao|Хао
Pham|Фам
Roo|Жу
Lieutenant|Лейтенант
Paratrooper|парашютист
Menagerie|Смотритель
Custodian|Смотритель
Netherspace|Абиссал
Pocket|Маленький
Tito|Тито
Fiendish|Злобный
Kil'rek|Кил'рек
Overseer|надзиратель
Challenge|Столб
Visionary|прорицатель
Gahz'rooki|Газ'руки
Unborn|Нерожденная
Val'kyr|Валь'кира
Fluid|жидкость
Viscous|Липкий
Filthling|Гниленыш
Bom'bay's|Призрачный
Drum|Бом'бея
Fey|волшебный
Augur|авгур
Doopy|Тяпа
Honor's|Гирокоптер
Blossoming|Цветущее
Ariaana|Ариаана
Big|Рудокоп
Blossom|Пышного
Digger|Цветения
Patchfur|Линяющая
Yapper|гиена
Zeradar|Зерадар
Crafty|Хитрюга
Sharpeye|Востроглаз
Scrounger|проныра
Bloodbeak|Кровоклювый
Scavenger|падальщик
Vragor's|Тотем
Angara|Ангара
Grekpaw|Тяполап
Firepaw|Огнелап
Nairn|Наирн
Summer|Лето
Azurespine|Лазуроспин
Wolvy|Волчик
Charlie|Чарли
Wise|Мудрый
Mari|Марис
Blingtron|"""Блескотрон"
Ion|Ян
Goldbloom|Голдблум
Gom|Гхом
Mastiff|мастиф
Drifter|скиталец
Trike|Галливикса
Screamer|роевик
Chaos|Волчонок
Stormoen|Штормен
Au|Ау
Banks|Хрюн
Tonsa|Тонса
Chirps|Стрекачик
Brewly|Хмелек
Patience|Терпение
Socks|Стелька
Rikki|Рикки
Monte|Монти
Bolo|Боло
Yen|Йень
Carpe|Карпе
Diem|Дием
River|Речная
Spirus|Спирус
Dah'da|Па'па
Cindy|Синди
Scrapsniffer|падальщик
Icewing|Ледокрылый
Monsterous|Монструозная
Temporal|Служитель
Shard|соляника
Yu'la,|Ю'ла,
Broodling|паучонок
Icejaw|Камнедробитель
Igor|Игорь
Corti|Корти
Frostfire|Огня
Exurotus|Экзурот
Bruiser|Орды
Exarch|экзарх
Anchorite|анахорет
Ahura|Ахура
Hogo|Хого
Cleric|Священник
Maluuf|Малууф
Asha|Аша
Nerok|Нерок
Citizen|Карабора
Stele|Стеле
Kron|Крон
Earthrender|Магнарон
Prison|Ярости
Razuun|Разуун
Farseer|Предсказатель
Urquan|Уркуан
Trillium|Скалорез
Bladed|с
Cutter|резаками
Kovok|Ковок
Sra'thik|Шра'тик
Goro'dan|Горо'дан
Outrider|всадник
Urukag|Урукаг
Aggron|Аггрон
Shanna|Шанна
Sparkfizz|Шумогам
Klaxxi|Клакси
Skirmisher|застрельщик
Ko'kron|Кор'кронская
Blackfuse|Наемник
Sellsword|Черноплавса
Engineer|инженер
Sylene|Силена
Teluuna|Телуунский
Villager|Тром'вара
Ashmane|Пеплогривый
Bottle|порошка
Gooey|Липкий
ling|ненок
Bombling|Черноплавса
Droplet|капля
Ominous|Зловещее
Spineclaw|Краб
Skunky|Прокисший
Alemental|хмелементаль
Skywisp|Небеснокрылая
Archmage|мага
Khadgar|Кадгара
Fernus|Фернус
Dandelion|Одуванчиковая
Frolicker|резвунья
Ashwing|Пеплокрылый
Flamering|Огнекрылый
Gearslip|Скрипетол
Moira's|"""Молот"
Mole|Буровая
Snowpaw|Снеголап
Tommy|Томми
Newcomer|Новобранец
Chef|повар
Woo|Ву
Bonkers|Сумасброд
Vengeful|Мстительный
Overlord|Воевода
Saurfang|Саурфанг
Gu'chi|Роевик
Swarmling|Гу'чи
Harmonious|Гармоничный
Rotten|Поганый
Tyrannical|змей
Gladiator's|деспотичного
Vorka|Ворка
Annihilator|Скверны
Kuruna|Куруна
Krog|Крог
Gar|Гар
Steelcrush|Сталедроб
Mokrik|Мокрык
Blackfingers|Чернопал
Ga'nar's|Волк
Gorr'thog|Горр'тог
Drek'Thar|Дрек'Тар
Obliterator|уничтожитель
Tenuum|Тенуум
