Original|Translated
Combination Attack|Attaques combinées
Blazing Groves|Bosquets flamboyants
Eternal Firestorm|Tempête de feu éternelle
Arcane Overflow|Débordement arcanique
Castigator's Shield|Bouclier de fustigateur
Ashes of the Embersoul|Cendres de la braisâme
Spellfire Confluence|Confluence de feu-sorcier
Hammer of Purity|Marteau de pureté
Enkindling Inferno|Fournaise d’embrasement
Wildfire Burst|Jaillissement de feu de brousse
Cataclysm Jaws|Mâchoires du cataclysme
Null Upheaval|Bouleversement du Néant
Lock|Verrou
Power Diverted|Puissance détournée
Gathered Herbs|Herbes récoltées
Fortified Shell|Carapace fortifiée
Verdant Dreambreaker|Brise-rêve verdoyant
Flaming Germination|Germination flamboyante
Seething Blaze|Braise bouillonnante
Contribute P|Donner P
Contribute O|Donner O
Despawn Clones and Cancel Conversations|Disparition des clones et annulation des discussions
Tidal Blaze|Flots embrasés
Blossom of Amirdrassil|Floraison d’Amirdrassil
Chi Harmony|Harmonie avec le Chi
Burning Transformation|Transformation brûlante
Wicklighter Bolt|Éclair brûlemèche
Burning Fallout|Retombée ardente
Seed of Amirdrassil|Graine d’Amirdrassil
Festive Pepe|Pépé de fête
Radiant Remnant|Vestige radieux
Searing Sparks|Étincelles incandescentes
Web Break|Évase-toile
Storm's Vengeance|Vengeance de la tempête
Knowledge of Timeways|Connaissance des voies temporelles
Mastery of Timeways|Maîtrise des voies temporelles
Rune of the Umbramane|Rune de Criniombre
Shadowbound|lié à l’ombre
Taut Shadowbinding|Ombrelien tendu
Dream Exhaust|Échappement du Rêve
Symbiotic Glowspore Grip|Poigne de spores lumineuses symbiotiques
Boundless Moonlight|Clair de lune infini
Memory of Ursoc|Souvenir d’Ursoc
Explosive Flame|Flamme explosive
Fate Weaver|Tisse destin
Dreadfire Barrage|Barrage de feu effroyable
Wax Burst Eruption|Jaillissement de cire
Wandering Flames|Flammes errantes
Explosive Artifact|Artéfact explosif
Ember Storm|Tempête de braises
Swoghorn|Bufflecorne
Tier 2|Niveau 2
Fiery Growth|Croissance enflammée
Skarden Spawn|Apparition de Skardyn
Lighting Candle|Allumage de bougie
Chaotic Corruption|Corruption chaotique
Infectious Spores|Spores infectieuses
Green Thumb|Pouce vert
Lunar Blaze|Brasier lunaire
Refracting Beam|Rayon de réfraction
High Speed Collision|Collision à grande vitesse
Blazing Feather|Plume incandescente
Hastily Stacked Supplies|Ravitaillement entassé à la hâte
Vine Spear|Lance de lierre
Volatile Spike|Pointe instable
Shadowflame Bomb|Bombe d’ombreflamme
Crush Reality|Réalité écrasée
Threaded Blast|Explosion en cascade
Create Wax|Création de cire
Awakened Stability|Stabilité éveillée
Dream Blossom|Floraison du Rêve
Contract: Dream Wardens|Contrat : Gardiens du Rêve
Candle Sap|Affaiblissement de bougie
Fyr'alath's Flame|Flamme de Fyr’alath
Dream Team|Équipe de Rêve
Flame Bursts|Explosions de flammes
O.D.I.E.'s Remote Control|Télécommande d’O.D.I.E.
Blazing Thorns|Épines ardentes
Petal Storm|Tempête de pétales
Dream's Blessing|Bénédiction du Rêve
Light's Deliverance|Délivrance de la Lumière
Flare Bomb|Bombe éclairante
Nurturing Presence|Présence nourricière
Dream Wardens Insignia|Insigne des Gardiens du Rêve
Fallen Feather|Plume tombée
Event Tracker|Repère d’évènement
Darkness Comes|Approche des ténèbres
Avoid|Évitement
Seeking Inferno|Brasier chercheur
Igniting Growth|Croissance incendiaire
Vantus Rune: Gnarlroot|Rune de Vantus : Racine-Noueuse
Vantus Rune: Igira the Cruel|Rune de Vantus : Igira la Cruelle
Vantus Rune: Volcoross|Rune de Vantus : Volcoross
Vantus Rune: Council of Dreams|Rune de Vantus : Conseil des rêves
Vantus Rune: Larodar|Rune de Vantus : Larodar
Vantus Rune: Tindral Sageswift|Rune de Vantus : Tindral Vifsage
Vantus Rune: Smolderon|Rune de Vantus : Fumeron
Vantus Rune: Fyrakk the Blazing|Rune de Vantus : Fyrakka le Flamboyant
Vantus Rune: Nymue|Rune de Vantus : Nymue
Vantus Rune: Amirdrassil, the Dream's Hope|Rune de Vantus : Amirdrassil, l’Espoir du Rêve
Vital Rupture|Rupture vitale
Blazing Coalescence|Coalescence flamboyante
One-Hand Headlock|Clé à une main
Brush Fire|Feu de broussailles
Darkflame Cleave|Enchaînement flamme-noire
Flourishing Dream|Rêve épanouissant
Project into the Dream|Projection dans le Rêve
Dream Portal|Portail onirique
Verdant Tether|Attache verdoyante
Gnarled Roots|Racines noueuses
Fire Conversation|Conversation enflammée
Cinderbrew Mead|Hydromel Brassecendre
Acid Barrage|Barrage d’acide
Electric Jaws|Mâchoires électriques
Collapsing Darkness|Effondrement des ténèbres
Dream Warden Emblem|Emblème de gardien du Rêve
Fire Rain|Pluie de feu
Shadowy Decay|Décomposition de l’ombre
Null Blast|Explosion vide
Coiled Serpent Idol|Idole de serpent torsadé
Hallowfall Scythe|Faux de Sainte-Chute
Airlock|Sas
Flamespreader Dissolve|Dissolution d’épandeur de flammes
Bonk!|Bam !
Consumed by Fire|Consumé par la flamme
Cinderfall|Cendrechute
Opportunist|Opportuniste
Ankh of Reincarnation|Ankh de réincarnation
Web of Dreams|Toile de rêves
Channel Light|Canalisation lumineuse
Coiling Eruption|Éruption enroulée
Twin Flame|Flamme jumelle
Flame Surge|Afflux de flammes
Charged Bombardment|Bombardement chargé
Dousing Blast|Vortextincteur
Noxious Charge|Charge néfaste
Noxious Discharge|Décharge néfaste
Erupting Rubble|Éruption de gravats
Dream Team Assemble|Rassemblement de l’équipe de Rêve
Vial Filled|Fiole remplie
Roska's Fire Totem|Totem de feu de Roska
Primal Smash|Choc primordial
Winter's Surge|Déferlement de l’hiver
Dash of Chaos|Ruée du chaos
Entropic Reckoning|Rétribution entropique
Gearmorang|Écroumerang
Exposed Void|Vide exposé
Cinderbolt Storm|Tempête d’éclairs cendrés
Poisoning|Empoisonnement
Seal of Flame|Sceau des flammes
Sleuthing with Snagglebolt|Enquêter avec Tordboulon
Fire Orb|Orbe de feu
Thread of Power|Fil de puissance
Dream Walk|Somnambulisme
Lava Cannon|Canon de lave
Low Speed Collision|Collision à faible vitesse
Omni Storm|Omni-tempête
Unraveling Sands|Sables de désagrégation
Scrap Song|Chant de ferraille
Summon Orbs|Invocation d’orbes
Exhaust Vents|Grilles d’aération
Underhanded Track-tics|Tactique vis-cieuse
Summon Ink Boss|Invocation d’un boss d’encre
Punt!|Botté !
Blotting Barrage|Barrage séchant
Summon Treasure|Invocation du trésor
Blazing Crescendo|Crescendo flamboyant
Tremorsense|Détecteur de tremblements
Deluge of Filth|Déluge de crasse
Cleansing Flux|Flux de purification
Feather Bomb|Bombe de plumes
Verdant Eruption|Éruption verdoyante
Grounding|Immobilisation
Ashen Devastation|Dévastation cendreuse
Premonition of Solace|Prémonition de soulagement
Blessing of the Emerald Dream|Bénédiction du Rêve d’émeraude
Tinkmaster's Shield|Bouclier de maître-bricoleur
Aqueous Dowsing|Remplissage aqueux
Xeri'tac's Defense|Défense de Xeri’tac
Nature's Reckoning|Rétribution de la nature
Dream Resonance|Résonance onirique
Large Site - Excavation - Talking Head|Grand site – Fouilles – Tête parlante
Large Site - Researching - Talking Head|Grand site – Recherches – Tête parlante
Impending Loom|Métier à tisser imminent
Candle Flame|Flamme de bougie
Void Bash|Coup du Vide
Charged Crystal|Cristal chargé
Air Sanctuary|Sanctuaire d’air
Initiating Research|Lancement des recherches
Flaming Scrap|Ferraille enflammée
Aquatic Hex|Maléfice aquatique
Searing Screams|Cris incendiaires
Remote Ride|Conduite à distance
Anti-Kobyss Cannon|Canon anti-kobyss
Zealous Purification|Purification zélée
Bountiful|Bienfaits
Command Void|Commande du Vide
Tier 1|Niveau 1
Tier 3|Niveau 3
Tier 4|Niveau 4
Tier 5|Niveau 5
Tier 6|Niveau 6
Cling|Agrippement
Windrunner's Protection|Protection des Coursevent
Shadowflame Vomit|Vomissement d’ombreflamme
Void Rift Storm|Tempête de faille du Vide
Dark Chains|Entraves des ténèbres
Portal: Gala of Gifts...?|Portail : Gala des cadeaux… ?
Disguise: Kobold|Déguisement : Kobold
Auebry's Farshooter|Tire-loin d’Auebry
Attracting Shadows|Attraction d’ombres
It's Getting Dark In Here|Il commence à faire sombre ici
Summon Brinthe|Invocation de Brinthe
Summon Moira|Invocation de Moira
Void Rift Teleport|Téléportation de faille du Vide
Waxen Copy|Copie de cire
Voidflare|Fusée du Vide
Burning Flare|Fusée ardente
Knowledge Bomb|Bombe de connaissance
Tormenting Eruption|Éruption tourmentante
Heave!|Oh, hisse !
Will of the Dawn|Volonté de l’aube
Sun's Avatar|Avatar solaire
Chrono Flame|Flamme temporelle
Illusory Lure|Appât illusoire
Mana Sphere|Sphère de mana
Bully|chardofeuille
Plundering|Pillage
Thread of Fate|Fil du destin
Pilfered Explosives|Explosifs chapardés
Sacrosanct Crusade|Croisade sacro-sainte
Summon Lamplighter Skiff|Invocation d’un canot de falotier
Summon Lamplighter Skiff, Reset|Invocation d’un canot de falotier, réinitialisation
Snuffling|Flair
Motes of Acceleration|Granules d’accélération
Cosmic Singularity|Singularité cosmique
Erupting Webs|Rets éruptifs
Throw Cinderbrew|Lancer de Brassecendre
Venom Volley|Volée de venin
Call Brann|Appeler Brann
Brazier Ping|Ping de brasero
Massive Remnant|Vestige énorme
Burning Brazier|Brasero ardent
Incendiary Terror|Terreur incendiaire
Sacred Weapon|Arme sacrée
Searing Axe|Hache incandescente
Duck Disguise|Déguisement de canard
Umbral Barrier|Barrière ombreuse
Explosive Caltrops|Chausse-trapes explosives
Fade to Shadow|Disparition dans l’ombre
Faeform|Faëmorphe
Embrace the Void|Étreinte du Vide
Tactical Strike|Frappe tactique
Idol of Final Will|Idole de la volonté finale
Bulwark of the Weak|Rempart des faibles
Black Blood Orb|Orbe de Sang noir
Viscous Darkness|Ténèbres visqueuses
Phase Lunge|Fente phasique
Streamlined Relic|Relique profilée
Portal to Bel'ameth|Portail vers Bel’ameth
Necrotic End|Fin nécrotique
Divine Guidance|Conseil divin
Channel Eye|Canaliser l’œil
Click Eye|Cliquer sur l’œil
Bearer of the Flame|Porteur de la Flamme
Darktide|Sombreflux
Hazardous Beam|Rayon dangereux
Wall of Swarmspikes|Mur de piques de nuées
Skitter Charge|Charge de trotteuse
Web Launch|Lancement de toile
Nerubian|Grouillant
Phase Blades|Lames de phase
Crystallization|Cristallisation
Towing Golden Egg|Tirage d’œuf doré
Thread of Critical Strike|Fil de Coup critique
Thread of Haste|Fil de Hâte
Thread of Leech|Fil de Ponction
Thread of Mastery|Fil de Maîtrise
Thread of Speed|Fil de Vitesse
Thread of Stamina|Fil d’Endurance
Thread of Versatility|Fil de Polyvalence
Call Mole Machine|Appel de taupe mécanique
Gnomish Gravity Launcher|Lance-gravité gnome
Ceaseless Swarm|Essaim perpétuel
Eye of the Swarm|Œil de l’essaim
Erratic Energy|Énergie erratique
Vampiric Strike|Frappe vampirique
Lifting Cat|Soulèvement de chat
Unstable Barrage|Tir de barrage instable
Arathi Bomb|Bombe arathie
Darkfire Barrage|Barrage de sombrefeu
Spinneret's Strands|Fils de fileur
Bottled Time|Temps en bouteille
Parrot Snacks|Casse-croûte pour perroquet
Visceral Strength|Force viscérale
Apply Pheromones|Application de phéromones
Elements Unleashed|Éléments déchaînés
Holding Fuse|Saisir une mèche
Ballista Strike|Frappe de baliste
Bombardments|Bombardements
Surekian Tethers|Attaches surekis
Rolling Acid|Acide roulant
Moon Brand|Marque lunaire
Steel Traps|Pièges d’acier
Drop Drinks|Verre renversé
Stormrooks Favor|Faveur des freux de la tempête
Azj-Kahet Pheromones|Phéromones d’Azj-Kahet
Reaper's Mark|Marque de la faucheuse
Bring Down the Web|Destruction de la toile
Explorers' League Rope|Corde de la Ligue des explorateurs
Star Bomb|Bombe d’étoiles
High Steaks|Haute cuisine
Thunder Blast|Explosion de tonnerre
Summon ZZ-01-47|Invocation de ZZ-01-47
Rime Arrow|Flèche glaçante
Spreading Shadows|Propagation des ombres
Light Dash|Célérité lumineuse
Hulking Crash|Impact massif
Elemental Focusing Lens|Lentille de focalisation élémentaire
Captured Starlight|Lumière stellaire capturée
Starless Night|Nuit sans-étoile
Abyssal Trap|Piège abyssal
Regicide|Régicide
Spread the Love!|Répandre l’amour !
Let It Hail!|Que tombe la grêle !
Cinder-BOOM!|Cendre-BOUM !
Light's Gambit|Gambit de la Lumière
Hunter's Chains|Chaînes de chasse
Holy Assault|Assaut sacré
Hunter's Advance|Avancée de chasse
Inexplicable Fragmentation|Fragmentation inexplicable
Drawing Power|Absorption de puissance
Fierce Stomping|Piétinement féroce
Toxic Smackerel|Claquereau toxique
Stalker's Webbing|Toile de traqueur
Glutinous Spit|Crachat gluant
Azerite Surge|Afflux d’azérite
Combine Gems|Combiner les gemmes
Cash Cannon|Canon à argent
Goblin Glue Rockets|Roquettes de colle gobeline
The Ambush|L’embuscade
Burning Ricochet|Ricochet ardent
Ravaging Spikes|Pointes ravageuses
Vicious Jeweler's Setting - Upgrade|Monture vicieuse de joaillier – amélioration
Infesting Swarm|Essaim infestant
Acid|trempé
Switch Flight Style|Changer de style de vol
Wrenching Thread|Fil déchirant
Hope's Plumage|Plumage de l’espoir
Lifestorm|Tempête de vie
Keg Leg's Cannonade|Canonnade de Labarrique
Death's Messenger|Messager de la mort
Chicken Coup|Caisse de poulets
Queensbane|Plaie des reines
Nether Phantom|Fantôme du Néant
Morphing Elements|Transformation élémentaire
Reactive Toxin|Toxine réactive
Tremor Slam|Heurt de secousses
Toxic Waves|Vagues toxiques
Boiling Flames|Flammes bouillonnantes
Air Grievance|Grief aérien
Atomized|Atomisation
Snack Time|Casse-croûte
Twilight Massacre|Massacre du crépuscule
Venomous Rain|Pluie venimeuse
Portal: Silvermoon|Portail : Lune-d’Argent
Voracious Bite|Morsure vorace
Gossamer Onslaught|Assaut diaphane
Alerting Shrill|Alerte stridente
In Battle|En combat
Chunky Viscera|Gros viscères
Acidic Hail|Grêle acide
Amplification!|Amplification !
Royal Condemnation|Condamnation royale
Black Sepsis|Septicémie noire
Magnificent Jeweler's Setting - Upgrade|Magnifique monture de joaillier – amélioration
Bee-Haw!|Dard-dard
Tainted Trail|Sillage corrompu
Oozing Darkness|Suintement de ténèbres
Umbral Weave|Tissage ombreux
Acid Pools|Flaques acides
Shredding Sting|Piqûre déchiqueteuse
Crystalline Portal|Portail cristallin
Arcane Influence|Influence arcanique
Covered in Dirt|Sous une couche de poussière
Pulling Silk|Arrachage de soie
Idol of the Earthmother|Idole de la Terre-Mère
Candle Crown|Couronne-bougie
Web Blades|Lames de toile
Light-Touched Idol|Idole touchée par la Lumière
Hunting Scope|Lunette de chasse
Spouting Stout|Bière brune jaillissante
Shifting Anomalies|Anomalies changeantes
Dark Viscera|Viscères sombres
Olden Seeker Relic|Relique du chercheur ancien
Summon Shadow Trail|Invocation de sillage d’ombre
Synergic Step|Pas synergique
Devouring Residue|Résidu dévorant
Nexus Daggers|Nexus de dagues
Call the Forces|Appel des troupes
Echoing Shade|Ombre à écho
Process of Elimination|Processus d’élimination
Unbreakable Iron Idol|Idole de fer incassable
Duskbringer|Crépusculaire
Erosive Spray|Vaporisation érosive
Infested Spawn|Rejeton infesté
Violent Lightning|Éclair violent
Ride the Worm|Monter le ver
Shade Step|Foulée de l’ombre
Daily Quests: Isle of Thunder|Quêtes journalières : île du Tonnerre
Blackened Soul|Âme noircie
Oozing Honey|Miel dégoulinant
Ice Sickles|Faux-de-Glace
Honey Marinade|Marinade de miel
High Five!|Tape-m’en cinq !
Xal'atath's Gift|Cadeau de Xal’atath
Void Shredders|Déchiqueteurs du Vide
Shadow Shunpo|Pas éclairs de l’ombre
Dark Paranoia|Sombre paranoïa
Experimental Dosage|Dosage expérimental
Hide and Seek|Cache-cache
Scale of Awakening|Écaille de l’Éveil
Fire Bee|Abeille de feu
Complete Tracking Quest|Terminer le suivi de quête
Eternal Night|Nuit éternelle
Dark Abatement|Réduction obscure
Darkrift Smash|Choc sombrefaille
Thread of Experience|Fil d’Expérience
Rain of Honey|Pluie de miel
Ride to The Burrows|En route vers les Terriers
Nerubian Pheromones|Phéromones nérubiennes
Volatile Pheromones|Phéromones instables
Acid Explosion|Explosion d’acide
Gem Recovery|Récupération de gemme
Magnetic Burst|Explosion magnétique
Small Egg|Petit œuf
Medium Egg|Œuf moyen
Large Egg|Gros œuf
Holy Martyr|Martyr sacré
Weaver Friend|Tisserande amicale
Rejuvenating Honey|Miel régénérant
Leaping Frenzy|Frénésie bondissante
Failed Batch|Cuvée ratée
Lance of Light|Lance de Lumière
Vacuumized|Aspiration
Web Pull|Traction de toile
Reaction Trauma|Traumatisme réactif
Reaction Vapor|Vapeur réactive
Vile Discharge|Vile décharge
Web Vortex|Vortex de rets
Story Start|Démarrage d’histoire
Wildshape Mastery|Maîtrise des formes sauvages
Oppressive Void|Vide oppressant
EZ-Mine Dynamite|Dynamite Mine-Trankil
Royal Shackles|Entraves royales
Grasping Silk|Soie saisissante
Sparkbug Jar|Jarre de lumiptères
Ancient Hunger|Faim ancienne
Woven Cocoon|Cocon tissé
Spawn Ore Chunks|Apparition de morceaux de minerai
Water Torrent|Torrent aquatique
Lightning Volley|Salve d’éclairs
Reactive Webbing|Toile réactive
Cascading Dread|Effroi en cascade
Reaver's Glaive|Glaive de saccageur
Lightning Bulwark|Rempart de foudre
Ingest Black Blood|Ingestion de Sang noir
Storm Archon|Archonte des tempêtes
Grimweave Cage|Cage de mornetoile
Warblade's Hunger|Faim de Lame de guerre
Spewing Hemorrhage|Gerbe sanglante
Thrill of the Fight|Frisson du combat
